business_name,street_address,city,state,zip_code,phone,website,hours,rating,review_count,categories,source_file
Vancouver Wellness Studio: Waterfront Spa,301 W Columbia Way,Vancouver,WA,98660.0,+1 360-574-3366,https://vancouverwellnessstudio.com/waterfront-spa,"{""Monday"": [""9AM-7PM""], ""Tuesday"": [""9AM-7PM""], ""Wednesday"": [""9AM-7PM""], ""Thursday"": [""9AM-7PM""], ""Friday"": [""9AM-7PM""], ""Saturday"": [""9AM-7PM""], ""Sunday"": [""9AM-7PM""]}",5.0,127,"Health spa, Massage therapist, Sauna",Generated by Outscraper ©
DripTherapy,"Inside East Coast Acupuncture and Alternative Medicine, 99 ኦልድ ኪንግስ ሮድ ሳውዝ #4",Flagler Beach,FL,32136.0,+1 386-623-1644,https://driptherapyfl.com/,"{""Monday"": [""8AM-8PM""], ""Tuesday"": [""8AM-8PM""], ""Wednesday"": [""8AM-8PM""], ""Thursday"": [""8AM-8PM""], ""Friday"": [""8AM-8PM""], ""Saturday"": [""8AM-8PM""], ""Sunday"": [""8AM-8PM""]}",4.9,52,"IV therapy service, Health consultant, Medical spa, Weight loss service, Wellness center",Generated by Outscraper ©
Illuminate.Me,3888 NW Randall Way Suite 203,Silverdale,WA,98383.0,+1 360-204-5202,https://illuminateme.info/,"{""Monday"": [""8:30AM-5:30PM""], ""Tuesday"": [""8:30AM-5:30PM""], ""Wednesday"": [""8:30AM-5:30PM""], ""Thursday"": [""8:30AM-5:30PM""], ""Friday"": [""9AM-3PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,129,"Medical spa, Alternative medicine practitioner",Generated by Outscraper ©
Remedy Health and Wellness,112 Columbia Point Dr STE 102,Richland,WA,99352.0,+1 509-265-6321,http://www.remedyhealth.clinic/,"{""Monday"": [""8AM-4PM""], ""Tuesday"": [""8AM-4PM""], ""Wednesday"": [""8AM-4PM""], ""Thursday"": [""8AM-4PM""], ""Friday"": [""8AM-2PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,40,"Medical clinic, Medical Center",Generated by Outscraper ©
Columbia Shores Regenerative Health,"Tuscan Park Plaza, 138 Keene Rd",Richland,WA,99352.0,+1 509-572-2130,https://www.columbiashoresrh.com/,"{""Monday"": [""9AM-5:30PM""], ""Tuesday"": [""9AM-5:30PM""], ""Wednesday"": [""9AM-5:30PM""], ""Thursday"": [""9AM-5:30PM""], ""Friday"": [""9AM-4:30PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",4.8,122,"Medical spa, Women's health clinic",Generated by Outscraper ©
Revel Medspa,400 Bradley Blvd Suite 300 (top floor penthouse,Richland,WA,99352.0,+1 509-386-2063,http://revelmedispa.com/,"{""Monday"": [""10AM-5PM""], ""Tuesday"": [""10AM-5PM""], ""Wednesday"": [""10AM-5PM""], ""Thursday"": [""10AM-5PM""], ""Friday"": [""10AM-5PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,167,Medical spa,Generated by Outscraper ©
PURE SKIIN,325 S Sullivan Rd Suite B,Spokane Valley,WA,99037.0,+1 509-928-9799,https://www.pureskiin.com/,"{""Monday"": [""9AM-5PM""], ""Tuesday"": [""9AM-5PM""], ""Wednesday"": [""9AM-5PM""], ""Thursday"": [""9AM-5PM""], ""Friday"": [""9AM-5PM""], ""Saturday"": [""9AM-4PM""], ""Sunday"": [""Closed""]}",5.0,422,"Medical spa, Facial spa, Health spa, Laser hair removal service, Skin care clinic, Tattoo removal service, Waxing hair removal service",Generated by Outscraper ©
The LAB Aesthetics & Wellness,9317 E Trent Ave,Spokane Valley,WA,99206.0,+1 509-255-3840,http://www.thelabaw.com/,"{""Monday"": [""8AM-5PM""], ""Tuesday"": [""9AM-5PM""], ""Wednesday"": [""9AM-5PM""], ""Thursday"": [""9AM-5PM""], ""Friday"": [""9AM-5PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,188,"Medical spa, Facial spa, Medical clinic, Skin care clinic, Spa, Wellness center",Generated by Outscraper ©
COR Institute,501 S Bernard St,Spokane,WA,99204.0,+1 509-816-1286,http://www.corinstitute.org/,"{""Monday"": [""8AM-5PM""], ""Tuesday"": [""8AM-5PM""], ""Wednesday"": [""8AM-5PM""], ""Thursday"": [""8AM-5PM""], ""Friday"": [""8AM-5PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",4.9,12,Wellness center,Generated by Outscraper ©
Clinic 5C | Functional Medicine,511 S Pine St # D,Spokane,WA,99202.0,+1 509-362-9937,https://www.clinic5c.com/functional-medicine-spokane/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgoogle-business-profile,"{""Monday"": [""8AM-4PM""], ""Tuesday"": [""8AM-4PM""], ""Wednesday"": [""8AM-4PM""], ""Thursday"": [""8AM-4PM""], ""Friday"": [""8AM-4PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",4.8,21,Alternative medicine practitioner,Generated by Outscraper ©
Option Care Health,3310 N Pines Rd,Spokane Valley,WA,99206.0,+1 509-326-0306,https://optioncarehealth.com/locations/spokane-valley-wa-3310-n-pines-rd,"{""Monday"": [""8AM-6PM""], ""Tuesday"": [""8AM-6PM""], ""Wednesday"": [""8AM-6PM""], ""Thursday"": [""8AM-6PM""], ""Friday"": [""8AM-6PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",3.5,32,Specialized clinic,Generated by Outscraper ©
The Metabolic Institute,2204 E 29th Ave suite 202,Spokane,WA,99203.0,+1 509-747-7066,https://themetabolic-institute.com/,"{""Monday"": [""8AM-5PM""], ""Tuesday"": [""8AM-5PM""], ""Wednesday"": [""8AM-5PM""], ""Thursday"": [""8AM-5PM""], ""Friday"": [""Closed""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",4.1,21,"Wellness center, Medical Center",Generated by Outscraper ©
Evo Med Spa,1337 S Grand Blvd,Spokane,WA,99202.0,+1 509-215-4850,https://www.evomedspa.com/,"{""Monday"": [""10AM-6PM""], ""Tuesday"": [""10AM-6PM""], ""Wednesday"": [""10AM-6PM""], ""Thursday"": [""10AM-6PM""], ""Friday"": [""10AM-6PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,29,Medical spa,Generated by Outscraper ©
Luminess Lounge,325 S Sullivan Rd Suite B,Spokane Valley,WA,99037.0,+1 509-870-3747,https://luminesslounge.com/,"{""Monday"": [""6-8PM""], ""Tuesday"": [""5-8PM""], ""Wednesday"": [""6-8PM""], ""Thursday"": [""5-8PM""], ""Friday"": [""9AM-6PM""], ""Saturday"": [""9AM-5PM""], ""Sunday"": [""9AM-6PM""]}",5.0,83,Medical spa,Generated by Outscraper ©
The Regenerative Institute,1303 W Summit Pkwy Lower Level 1,Spokane,WA,99201.0,+1 509-579-4300,http://www.tri-regen.com/,"{""Monday"": [""8AM-4PM""], ""Tuesday"": [""8AM-4PM""], ""Wednesday"": [""8AM-4PM""], ""Thursday"": [""8AM-4PM""], ""Friday"": [""9AM-2PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,351,Medical clinic,Generated by Outscraper ©
Pure Infusion Suites of Spokane,16201 E Indiana Ave Ste 3100,Spokane Valley,WA,99216.0,+1 509-418-9880,https://pureinfusionsuites.com/locations/spokane/,"{""Monday"": [""8AM-5PM""], ""Tuesday"": [""8AM-5PM""], ""Wednesday"": [""8AM-5PM""], ""Thursday"": [""8AM-5PM""], ""Friday"": [""8AM-5PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",4.9,155,Medical Center,Generated by Outscraper ©
WholeBody Wellness Aesthetics,626 N Mullan Rd suite 2,Spokane Valley,WA,99206.0,+1 509-795-2025,http://wholebodywa.com/,"{""Monday"": [""8AM-4PM""], ""Tuesday"": [""8AM-4PM""], ""Wednesday"": [""8AM-4PM""], ""Thursday"": [""8AM-4PM""], ""Friday"": [""8AM-4PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,68,"Medical spa, Facial spa, IV therapy service, Laser hair removal service, Massage therapist, Wellness center, Vitamin & supplements store",Generated by Outscraper ©
All Heart Infusion,601 S Division St suite b,Spokane,WA,99202.0,+1 509-309-2230,https://www.allheartinfusion.org/contact-us/,"{""Monday"": [""8AM-5PM""], ""Tuesday"": [""8AM-5PM""], ""Wednesday"": [""8AM-5PM""], ""Thursday"": [""8AM-5PM""], ""Friday"": [""8AM-5PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,13,Non-profit organization,Generated by Outscraper ©
Ketamine Clinic of Spokane,3707 S Grand Blvd #101d,Spokane,WA,99203.0,+1 509-934-7177,https://ketamineclinicofspokane.com/%3Futm_source%3DGoogleBusinessProfile%26utm_medium%3DOrganic%26utm_campaign%3DGBP_WebsiteButton,"{""Monday"": [""9AM-8PM""], ""Tuesday"": [""9AM-8PM""], ""Wednesday"": [""9AM-8PM""], ""Thursday"": [""9AM-8PM""], ""Friday"": [""9AM-8PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",4.7,13,"Mental health clinic, Anesthesiologist",Generated by Outscraper ©
R & R Beauty Med Spa,20038 68th Ave S Suite 104,Kent,WA,98032.0,+1 206-992-7277,http://www.rraestheticmedicine.com/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbp,"{""Monday"": [""10AM-5PM""], ""Tuesday"": [""10AM-5PM""], ""Wednesday"": [""9AM-2PM""], ""Thursday"": [""10AM-5PM""], ""Friday"": [""9AM-2:30PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,43,"Medical spa, Wellness center",Generated by Outscraper ©
Option Care Health,13035 Gateway Dr S Suite 131,Tukwila,WA,98168.0,+1 206-246-0635,https://optioncarehealth.com/locations/seattle-wa-13035-gateway-dr-s,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",4.4,20,Specialized clinic,Generated by Outscraper ©
The IV Method,501 S Bernard St Suite 201,Spokane,WA,99204.0,+1 509-584-5303,https://theivmethod.com/,"{""Monday"": [""Closed""], ""Tuesday"": [""7AM-2PM""], ""Wednesday"": [""7AM-5PM""], ""Thursday"": [""8AM-5PM""], ""Friday"": [""8AM-5PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,12,Medical clinic,Generated by Outscraper ©
Restore Hyper Wellness,400 Urban Plz Suite 125,Kirkland,WA,98033.0,+1 425-420-5116,https://www.restore.com/locations/wa-kirkland-wa001%3Futm_source%3Dgmb%26utm_medium%3DYext%26y_source%3D1_MzE2Mjk5NTgtNzE1LWxvY2F0aW9uLndlYnNpdGU%253D,"{""Monday"": [""10AM-6PM""], ""Tuesday"": [""10AM-6PM""], ""Wednesday"": [""10AM-6PM""], ""Thursday"": [""10AM-6PM""], ""Friday"": [""10AM-5PM""], ""Saturday"": [""9AM-5PM""], ""Sunday"": [""10AM-4PM""]}",4.8,366,"Medical spa, IV therapy service, Wellness center",Generated by Outscraper ©
Divine Aesthetic Lounge,"Inside Sola Salon Spa, 13416 Bothell Everett Hwy Suite 201",Mill Creek,WA,98012.0,+1 206-208-8890,https://divineaestheticlounge.com/,"{""Monday"": [""8:30AM-5:30PM""], ""Tuesday"": [""8:30AM-5:30PM""], ""Wednesday"": [""8:30AM-5:30PM""], ""Thursday"": [""8:30AM-5:30PM""], ""Friday"": [""8:30AM-5:30PM""], ""Saturday"": [""8:30AM-5:30PM""], ""Sunday"": [""Closed""]}",5.0,33,Medical spa,Generated by Outscraper ©
Skin Addiction Medspa & Health Clinic,16030 Bothell Everett Hwy #295,Mill Creek,WA,98012.0,+1 425-375-9490,https://www.skinaddictionhealth.com/,"{""Monday"": [""10AM-7PM""], ""Tuesday"": [""10AM-7PM""], ""Wednesday"": [""10AM-7PM""], ""Thursday"": [""10AM-7PM""], ""Friday"": [""10AM-7PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,76,"Medical spa, Dermatologist, Medical clinic",Generated by Outscraper ©
Radiance Aesthetics & Wellness,7196 Main St,Bonners Ferry,ID,83805.0,+1 208-295-1685,http://www.radiancenorth.com/,"{""Monday"": [""9AM-5PM""], ""Tuesday"": [""9AM-5PM""], ""Wednesday"": [""9AM-5PM""], ""Thursday"": [""9AM-5PM""], ""Friday"": [""9AM-5PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,34,Health spa,Generated by Outscraper ©
Option Care Health,6111 Lakewood Towne Center Blvd SW Suite L,Lakewood,WA,98499.0,+1 253-512-0400,https://optioncarehealth.com/locations/lakewood-wa-6111-lakewood-town-center-blvd-sw,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",2.4,14,Specialized clinic,Generated by Outscraper ©
well iv hydration,853 Mill Creek Rd,Stafford Township,NJ,8050.0,+1 609-529-0303,http://wellhydration.com/,"{""Monday"": [""9AM-5PM""], ""Tuesday"": [""9AM-5PM""], ""Wednesday"": [""9AM-5PM""], ""Thursday"": [""9AM-5PM""], ""Friday"": [""9AM-5PM""], ""Saturday"": [""8AM-4PM""], ""Sunday"": [""8AM-4PM""]}",4.2,16,Wellness center,Generated by Outscraper ©
IV Nutrition,315 Deaderick St Suite 190,Nashville,TN,37238.0,+1 615-235-1998,https://ivnutrition.com/locations/nashville-tn/,"{""Monday"": [""9AM-7PM""], ""Tuesday"": [""9AM-7PM""], ""Wednesday"": [""9AM-7PM""], ""Thursday"": [""9AM-7PM""], ""Friday"": [""9AM-7PM""], ""Saturday"": [""9AM-5PM""], ""Sunday"": [""10AM-4PM""]}",5.0,156,"IV therapy service, Health spa, Vitamin & supplements store",Generated by Outscraper ©
IVitality Issaquah,1315 NW Mall St #5,Issaquah,WA,98027.0,+1 206-707-9588,https://www.ivitalitylife.com/locations/ivitality-issaquah/,"{""Monday"": [""Closed""], ""Tuesday"": [""10AM-7PM""], ""Wednesday"": [""10AM-7PM""], ""Thursday"": [""10AM-7PM""], ""Friday"": [""10AM-7PM""], ""Saturday"": [""10AM-7PM""], ""Sunday"": [""Closed""]}",4.5,39,"Medical Center, Health spa",Generated by Outscraper ©
IV Drip Booth,9660 Old Hwy 99 North Rd Suite A,Burlington,WA,98233.0,+1 360-777-5477,https://ivdripbooth.com/,"{""Monday"": [""10AM-2PM""], ""Tuesday"": [""9AM-5PM""], ""Wednesday"": [""Closed""], ""Thursday"": [""9AM-5PM""], ""Friday"": [""Closed""], ""Saturday"": [""Closed""], ""Sunday"": [""10AM-2PM""]}",5.0,35,"Medical spa, Lounge bar",Generated by Outscraper ©
Peak By MD,95 Coles St 1st Floor,Jersey City,NJ,7302.0,+1 973-500-2524,https://peakbymd.com/,"{""Monday"": [""8AM-6:30PM""], ""Tuesday"": [""Closed""], ""Wednesday"": [""8AM-6:30PM""], ""Thursday"": [""8AM-5PM""], ""Friday"": [""12-5PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",4.9,57,"Medical spa, Doctor, Health consultant, Men's health physician, Nutritionist, Women's health clinic, Skin care clinic, Weight loss service",Generated by Outscraper ©
Wellness for Life,708 Commercial Ave,Anacortes,WA,98221.0,+1 360-524-0111,http://wellnessforlife.clinic/,"{""Monday"": [""7AM-6PM""], ""Tuesday"": [""7AM-6PM""], ""Wednesday"": [""7AM-6PM""], ""Thursday"": [""7AM-6PM""], ""Friday"": [""7AM-5PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",4.9,66,"Medical spa, Esthetics service, Facial spa, Medical clinic, Skin care clinic, Weight loss service",Generated by Outscraper ©
Forever Young Aesthetics,3813A California Ave SW,Seattle,WA,98116.0,+1 206-486-0753,https://foreveryoungtranaesthetics.com/%3Futm_source%3Dgoogle%26utm_medium%3Dlocal%26utm_campaign%3DGBP,"{""Monday"": [""9AM-5PM""], ""Tuesday"": [""9AM-5PM""], ""Wednesday"": [""9AM-5PM""], ""Thursday"": [""9AM-5PM""], ""Friday"": [""9AM-5PM""], ""Saturday"": [""9AM-5PM""], ""Sunday"": [""9AM-5PM""]}",5.0,207,"Medical spa, Health and beauty shop, Medical clinic, Skin care clinic, Weight loss service, Wellness center, Wellness program",Generated by Outscraper ©
Invigor Medical,5226 Outlet Dr,Pasco,WA,99301.0,+1 888-966-4854,http://invigormedical.com/,"{""Monday"": [""6AM-5PM""], ""Tuesday"": [""6AM-5PM""], ""Wednesday"": [""6AM-5PM""], ""Thursday"": [""6AM-5PM""], ""Friday"": [""6AM-5PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",4.8,1189,"Wellness center, Medical clinic",Generated by Outscraper ©
IVTOLOGY,78 Todt Hill Rd # 206,Staten Island,NY,10314.0,+1 646-386-8228,https://ivtology.com/,"{""Monday"": [""9AM-11PM""], ""Tuesday"": [""9AM-11PM""], ""Wednesday"": [""9AM-11PM""], ""Thursday"": [""9AM-11PM""], ""Friday"": [""9AM-11PM""], ""Saturday"": [""9AM-11PM""], ""Sunday"": [""9AM-11PM""]}",5.0,18,"IV therapy service, Wellness center",Generated by Outscraper ©
WhidbeyHealth Walk-In Care,11245 WA-525,Clinton,WA,98236.0,+1 360-341-5252,https://whidbeyhealth.org/,"{""Monday"": [""7AM-7PM""], ""Tuesday"": [""7AM-7PM""], ""Wednesday"": [""7AM-7PM""], ""Thursday"": [""7AM-7PM""], ""Friday"": [""7AM-7PM""], ""Saturday"": [""9AM-5PM""], ""Sunday"": [""Closed""]}",3.1,54,Medical clinic,Generated by Outscraper ©
Vitality Wenatchee,14 Kittitas St,Wenatchee,WA,98801.0,+1 509-645-2427,http://vitalitywenatchee.co/,"{""Monday"": [""8AM-4PM""], ""Tuesday"": [""9AM-4PM""], ""Wednesday"": [""9AM-4PM""], ""Thursday"": [""9AM-4PM""], ""Friday"": [""9AM-4PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,154,Health consultant,Generated by Outscraper ©
Rebel Med NW,5401 Leary Ave NW Suite 202,Seattle,WA,98107.0,+1 206-297-6013,http://www.rebelmednw.com/,"{""Monday"": [""9AM-5PM""], ""Tuesday"": [""9AM-7PM""], ""Wednesday"": [""9AM-7PM""], ""Thursday"": [""9AM-7PM""], ""Friday"": [""9AM-5PM""], ""Saturday"": [""9AM-3PM""], ""Sunday"": [""Closed""]}",4.7,97,"Medical spa, Acupuncturist, Biofeedback therapist, Chinese medicine clinic, Chiropractor, Doctor, Massage therapist, Medical clinic, Naturopathic practitioner, Psychoneurological specialized clinic",Generated by Outscraper ©
Village Medicine Seattle,5600 14th Ave NW Ste 1,Seattle,WA,98107.0,+1 206-919-0175,https://villagemedicineseattle.com/,"{""Monday"": [""9AM-1PM"", ""2-6PM""], ""Tuesday"": [""9AM-1PM"", ""2-6PM""], ""Wednesday"": [""9AM-1PM"", ""2-6PM""], ""Thursday"": [""9AM-1PM"", ""2-6PM""], ""Friday"": [""9AM-1PM"", ""2-6PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",4.5,34,"Wellness center, Acupuncture clinic, Alternative medicine practitioner, Hypnotherapy service, Mental health service, Naturopathic practitioner, Pediatric clinic, Medical clinic",Generated by Outscraper ©
Providence Infusion and Pharmacy Services,15918 E Euclid Ave,Spokane Valley,WA,99216.0,+1 509-924-1826,https://www.providence.org/locations/wa/infusion-and-pharmacy-spokane-valley%3Fls%3Dlocation%26y_source%3D1_OTU3Njk5NS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%253D%253D,"{""Monday"": [""8AM-5PM""], ""Tuesday"": [""8AM-5PM""], ""Wednesday"": [""8AM-5PM""], ""Thursday"": [""8AM-5PM""], ""Friday"": [""8AM-5PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",4.3,25,"Medical clinic, Pharmacy",Generated by Outscraper ©
Illume Wellbeing-Ketamine Clinic,16114 E Indiana Ave #115,Spokane Valley,WA,99216.0,+1 509-818-2203,https://www.illume-wellbeing.com/,"{""Monday"": [""7AM-7PM""], ""Tuesday"": [""7AM-7PM""], ""Wednesday"": [""7AM-7PM""], ""Thursday"": [""7AM-7PM""], ""Friday"": [""7AM-7PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,15,"Mental health clinic, Medical clinic",Generated by Outscraper ©
Exhala Wellness,611 N Wenatchee Ave,Wenatchee,WA,98801.0,+1 509-881-5653,http://www.exhalawellness.com/,"{""Monday"": [""Closed""], ""Tuesday"": [""9AM-6PM""], ""Wednesday"": [""9AM-6PM""], ""Thursday"": [""9AM-6PM""], ""Friday"": [""9AM-3PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,178,"Medical spa, Lymph drainage therapist, Massage therapist, Occupational therapist, Skin care clinic, Sports medicine clinic, Wellness program",Generated by Outscraper ©
"Pacific Northwest Wellness Center, PLLC",230 Grant Rd # B2,East Wenatchee,WA,98802.0,+1 509-888-6334,https://www.pnwwellnesscenter.com/,"{""Monday"": [""8AM-5PM""], ""Tuesday"": [""8AM-5PM""], ""Wednesday"": [""8AM-5PM""], ""Thursday"": [""8AM-5PM""], ""Friday"": [""8AM-3PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",4.9,59,Medical clinic,Generated by Outscraper ©
Funk Regenerative Med Clinic,5 S Wenatchee Ave #206,Wenatchee,WA,98801.0,+1 509-763-9716,https://www.drfunknd.com/%3Futm_source%3DPost%26utm_medium%3DGMBG%26utm_id%3DGoogleMyBusiness,"{""Monday"": [""1-5PM""], ""Tuesday"": [""9AM-5PM""], ""Wednesday"": [""Closed""], ""Thursday"": [""1-5PM""], ""Friday"": [""Closed""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,19,"Naturopathic practitioner, Alternative medicine practitioner",Generated by Outscraper ©
Elite Med Spa,412 N Mission St Ste A,Wenatchee,WA,98801.0,+1 509-860-6481,http://www.naturalbeautyelitemedspa.com/,"{""Monday"": [""10AM-6PM""], ""Tuesday"": [""9AM-6PM""], ""Wednesday"": [""9AM-6PM""], ""Thursday"": [""9AM-6PM""], ""Friday"": [""9AM-6PM""], ""Saturday"": [""9AM-3PM""], ""Sunday"": [""Closed""]}",5.0,232,"Medical spa, Beauty salon, Health spa, Spa, Tanning salon",Generated by Outscraper ©
Valley Laser & Skin Wenatchee,620 N Emerson Ave STE 101,Wenatchee,WA,98801.0,+1 509-667-2535,http://www.valleylaserandskin.com/,"{""Monday"": [""Closed""], ""Tuesday"": [""9AM-5PM""], ""Wednesday"": [""9AM-5PM""], ""Thursday"": [""9AM-5PM""], ""Friday"": [""9AM-5PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",4.9,254,"Medical spa, Cosmetics industry, Laser hair removal service, Skin care clinic, Men's health physician, Women's health clinic, Tattoo removal service, Weight loss service, Wellness center",Generated by Outscraper ©
SkinWell + Co.,823 W 7th Ave Ste 200,Spokane,WA,99204.0,+1 509-381-5252,http://www.skinwell.co/,"{""Monday"": [""9AM-5PM""], ""Tuesday"": [""9AM-5PM""], ""Wednesday"": [""10AM-6PM""], ""Thursday"": [""9AM-5PM""], ""Friday"": [""9AM-5PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,194,Medical spa,Generated by Outscraper ©
Odara Medical Spa,1105 N Lincoln St,Spokane,WA,99201.0,+1 509-443-4622,http://odaramedicalspa.com/,"{""Monday"": [""9AM-5PM""], ""Tuesday"": [""9AM-5PM""], ""Wednesday"": [""9AM-5PM""], ""Thursday"": [""9AM-5PM""], ""Friday"": [""9AM-5PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,103,Medical spa,Generated by Outscraper ©
COR Regenerate,501 S Bernard St Suite 219,Spokane,WA,99204.0,+1 509-816-1286,https://corinstitute.org/cor-regenerate,"{""Monday"": [""8AM-7PM""], ""Tuesday"": [""8AM-5PM""], ""Wednesday"": [""8AM-5PM""], ""Thursday"": [""8AM-7PM""], ""Friday"": [""8AM-5PM""], ""Saturday"": [""9AM-3PM""], ""Sunday"": [""Closed""]}",5.0,77,Wellness center,Generated by Outscraper ©
COR Body,501 S Bernard St Suite 214,Spokane,WA,99204.0,+1 509-862-6974,http://corbodyspokane.com/,"{""Monday"": [""9:30AM-7PM""], ""Tuesday"": [""9:30AM-2:30PM""], ""Wednesday"": [""9:30AM-2:30PM""], ""Thursday"": [""9:30AM-7PM""], ""Friday"": [""9:30AM-2:30PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,29,Health spa,Generated by Outscraper ©
IVNV Wellness,7600 N Mineral Dr Suite 105 Ste 300,Coeur d'Alene,ID,83815.0,+1 208-771-4868,https://ivnv-cda.com/,"{""Monday"": [""Closed""], ""Tuesday"": [""9AM-5PM""], ""Wednesday"": [""9AM-5PM""], ""Thursday"": [""9AM-5PM""], ""Friday"": [""9AM-5PM""], ""Saturday"": [""9AM-5PM""], ""Sunday"": [""Closed""]}",4.9,113,"Medical spa, Wellness center",Generated by Outscraper ©
Thrive IV Hydration Mobile & Spa,1135 E 33rd Pl,Tulsa,OK,74105.0,+1 918-550-2740,https://www.thriveivmobile.com/,"{""Monday"": [""9AM-7PM""], ""Tuesday"": [""9AM-7PM""], ""Wednesday"": [""9AM-7PM""], ""Thursday"": [""9AM-7PM""], ""Friday"": [""9AM-7PM""], ""Saturday"": [""9AM-7PM""], ""Sunday"": [""12-5PM""]}",4.9,103,"Medical spa, Health spa, Vitamin & supplements store",Generated by Outscraper ©
IV Hydrate Cafe,Grace Ave,Bronx,NY,10466.0,+1 347-429-7177,http://ivhydratecafe.com/,"{""Monday"": [""9AM-5PM""], ""Tuesday"": [""9AM-5PM""], ""Wednesday"": [""9AM-9PM""], ""Thursday"": [""9AM-5PM""], ""Friday"": [""9AM-5PM""], ""Saturday"": [""8AM-4PM""], ""Sunday"": [""5-7PM""]}",5.0,42,Medical spa,Generated by Outscraper ©
IV & Wellness Lounge,6420 E Pacific Coast Hwy Suite 157,Long Beach,CA,90803.0,+1 562-594-5523,http://www.ivandwellnesslounge.com/,"{""Monday"": [""10AM-6PM""], ""Tuesday"": [""10AM-6PM""], ""Wednesday"": [""10AM-6PM""], ""Thursday"": [""10AM-6PM""], ""Friday"": [""10AM-6PM""], ""Saturday"": [""10AM-6PM""], ""Sunday"": [""10AM-6PM""]}",5.0,22,"IV therapy service, Wellness center",Generated by Outscraper ©
Next Health in Bellevue,10425 NE 8th St,Bellevue,WA,98004.0,+1 425-274-2887,https://www.next-health.com/location/bellevue-wa,"{""Monday"": [""9AM-8PM""], ""Tuesday"": [""9AM-8PM""], ""Wednesday"": [""9AM-8PM""], ""Thursday"": [""9AM-8PM""], ""Friday"": [""9AM-8PM""], ""Saturday"": [""9AM-8PM""], ""Sunday"": [""11AM-7PM""]}",5.0,96,Wellness center,Generated by Outscraper ©
Medical Spa at PRO Club,4455 148th Ave NE,Bellevue,WA,98007.0,+1 425-861-6281,https://www.proclub.com/medical/medical-spa,"{""Monday"": [""7AM-7PM""], ""Tuesday"": [""7AM-7PM""], ""Wednesday"": [""7AM-7PM""], ""Thursday"": [""7AM-7PM""], ""Friday"": [""7AM-7PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",4.9,491,"Medical spa, Facial spa, Laser hair removal service, Nurse practitioner, Skin care clinic",Generated by Outscraper ©
